Date,Open,High,Low,Close,Adj Close,Volume
2020-01-06,320.48999,323.730011,320.359985,323.640015,314.62912,55653900
2020-01-07,323.019989,323.540009,322.23999,322.730011,313.744507,40496400
2020-01-08,322.940002,325.779999,322.670013,324.450012,315.416595,68296000
2020-01-09,326.160004,326.730011,325.519989,326.649994,317.555298,48473300
2020-01-10,327.290009,327.459991,325.200012,325.709991,316.641449,53029300
2020-01-13,326.390015,327.959991,325.920013,327.950012,318.819153,47086800
2020-01-14,327.470001,328.619995,326.839996,327.450012,318.333069,62832800
2020-01-15,327.350006,329.019989,327.26001,328.190002,319.05246,72056600
2020-01-16,329.700012,330.920013,329.450012,330.920013,321.706451,54050300
2020-01-17,331.700012,332.179993,330.850006,331.950012,322.707733,95846000
2020-01-21,330.899994,332.179993,330.820007,331.299988,322.075836,77742400
2020-01-22,332.23999,332.950012,331.170013,331.339996,322.114777,48914900
2020-01-23,330.630005,332.170013,329.410004,331.720001,322.484131,51963000
2020-01-24,332.440002,332.529999,327.359985,328.769989,319.616302,87578400
2020-01-27,323.029999,325.119995,322.660004,323.5,314.493042,84062500
2020-01-28,325.059998,327.850006,323.600006,326.890015,317.788635,63834000
2020-01-29,328.380005,328.630005,326.399994,326.619995,317.526123,53888900
2020-01-30,324.359985,327.910004,323.540009,327.679993,318.556641,75491800
2020-01-31,327,327.170013,320.730011,321.730011,312.772308,113845600
2020-02-03,323.350006,326.160004,323.220001,324.119995,315.095764,69083000
2020-02-04,328.070007,330.01001,327.720001,329.059998,319.898254,62573200
2020-02-05,332.269989,333.089996,330.670013,332.859985,323.592407,65951100
2020-02-06,333.910004,334.190002,332.799988,333.980011,324.681244,50359700
2020-02-07,332.820007,333.98999,331.600006,332.200012,322.950775,64139400
2020-02-10,331.230011,334.75,331.190002,334.679993,325.361725,42070000
2020-02-11,336.160004,337.019989,334.679993,335.26001,325.925598,54864500
2020-02-12,336.829987,337.649994,336.429993,337.420013,328.025452,43992700
2020-02-13,335.859985,338.119995,335.559998,337.059998,327.675507,54501900
2020-02-14,337.51001,337.730011,336.200012,337.600006,328.200409,64582200
2020-02-18,336.51001,337.670013,335.209991,336.730011,327.354675,57226200
2020-02-19,337.790009,339.079987,337.480011,338.339996,328.91983,48814700
2020-02-20,337.73999,338.640015,333.679993,336.950012,327.568542,74163400
2020-02-21,335.470001,335.809998,332.579987,333.480011,324.19519,113788200
2020-02-24,323.140015,333.559998,321.23999,322.420013,313.443085,161088400
2020-02-25,323.940002,324.609985,311.690002,312.649994,303.945129,218913200
2020-02-26,314.179993,318.109985,310.700012,311.5,302.827118,194773800
2020-02-27,305.459991,311.559998,297.51001,297.51001,289.226654,284353500
2020-02-28,288.700012,297.890015,285.540009,296.26001,288.011444,384975800
2020-03-02,298.209991,309.160004,294.459991,309.089996,300.484192,238703600
2020-03-03,309.5,313.839996,297.570007,300.23999,291.880615,300139100
2020-03-04,306.119995,313.100006,303.329987,312.859985,304.149261,176613400
2020-03-05,304.980011,308.470001,300.01001,302.459991,294.038849,186366800
2020-03-06,293.149994,298.779999,290.230011,297.459991,289.17804,228667200
2020-03-09,275.299988,284.190002,273.450012,274.230011,266.594818,309417300
2020-03-10,284.640015,288.519989,273.5,288.420013,280.389709,276444100
2020-03-11,280.700012,281.940002,270.880005,274.359985,266.721161,255316300
2020-03-12,256,266.660004,247.679993,248.110001,241.202042,392220700
2020-03-13,263.089996,271.480011,248.520004,269.320007,261.821503,329566100
2020-03-16,241.179993,256.899994,237.360001,239.850006,233.172028,297240000
2020-03-17,245.039993,256.170013,237.070007,252.800003,245.761459,262070500
2020-03-18,236.25,248.369995,228.020004,240,233.317856,327597100
2020-03-19,239.25,247.380005,232.220001,240.509995,233.813644,289322000
2020-03-20,242.529999,244.470001,228.5,228.800003,223.73764,347158800
2020-03-23,228.190002,229.679993,218.259995,222.949997,218.017075,326025200
2020-03-24,234.419998,244.100006,233.800003,243.149994,237.770126,235494500
2020-03-25,244.869995,256.350006,239.75,246.789993,241.329559,299430300
2020-03-26,249.520004,262.799988,249.050003,261.200012,255.420776,257632800
2020-03-27,253.270004,260.809998,251.050003,253.419998,247.812897,224341200
2020-03-30,255.699997,262.429993,253.529999,261.649994,255.860825,171369500
2020-03-31,260.559998,263.329987,256.220001,257.75,252.047089,194881100
2020-04-01,247.979996,257.660004,243.899994,246.149994,240.703735,189554600
2020-04-02,245.190002,252.679993,244.589996,251.830002,246.258087,177660400
2020-04-03,250.759995,253.320007,245.220001,248.190002,242.698624,135561200
2020-04-06,257.839996,267,248.169998,264.859985,258.999786,188061200
2020-04-07,274.209991,275.029999,264.890015,265.130005,259.263794,201427200
2020-04-08,267.959991,276,265.25,274.029999,267.966919,153774500
2020-04-09,277.579987,281.200012,275.470001,278.200012,272.044617,189999200
2020-04-13,277.140015,277.51001,271.410004,275.660004,269.560822,114839100
2020-04-14,280.980011,284.899994,275.51001,283.790009,277.510925,134143400
2020-04-15,277.570007,283.940002,275.459991,277.76001,271.61438,121775000
2020-04-16,279.149994,280.029999,275.76001,279.100006,272.924744,131798300
2020-04-17,285.380005,287.299988,282.399994,286.640015,280.297913,146684800
2020-04-20,282.609985,286.790009,281.350006,281.589996,275.359619,100109300
2020-04-21,276.730011,278.040009,272.019989,273.040009,266.99881,126385700
2020-04-22,278.350006,281,276.910004,279.100006,272.924744,92951600
2020-04-23,280.48999,283.940002,278.75,279.079987,272.905182,104709700
2020-04-24,280.730011,283.700012,278.5,282.970001,276.709045,85063200
2020-04-27,285.119995,288.269989,284.619995,287.049988,280.698822,77896600
2020-04-28,291.019989,291.399994,285.399994,285.730011,279.40802,105270000
2020-04-29,291.529999,294.880005,290.410004,293.209991,286.722534,118745600
2020-04-30,291.709991,293.320007,288.589996,290.480011,284.052948,122901700
2020-05-01,285.309998,290.660004,281.519989,282.790009,276.533081,125180000
2020-05-04,280.73999,283.899994,279.130005,283.570007,277.295776,80873200
2020-05-05,286.640015,289.25,283.709991,286.190002,279.857819,79569900
2020-05-06,288.040009,288.459991,283.779999,284.25,277.960785,73632600
2020-05-07,287.75,289.779999,287.130005,287.679993,281.31488,75250400
2020-05-08,291.089996,292.950012,289.859985,292.440002,285.969574,76452400
2020-05-11,290.339996,294,289.880005,292.5,286.028168,79514200
2020-05-12,293.790009,294.23999,286.519989,286.670013,280.327209,95870800
2020-05-13,286.059998,287.190002,278.959991,281.600006,275.369385,144721100
2020-05-14,278.950012,285.109985,272.98999,284.970001,278.664825,121977900
2020-05-15,282.369995,286.329987,281.339996,286.279999,279.945831,111146300
2020-05-18,293.049988,296.75,292.700012,295,288.472931,119703800
2020-05-19,294.350006,296.209991,291.950012,291.970001,285.509949,95189300
2020-05-20,295.820007,297.869995,295.570007,296.929993,290.360229,85861700
2020-05-21,296.790009,297.670013,293.690002,294.880005,288.355591,78293900
2020-05-22,294.570007,295.630005,293.220001,295.440002,288.903198,63958200
2020-05-26,301.929993,302.190002,295.459991,299.079987,292.462616,88951400
2020-05-27,302.119995,303.570007,296.869995,303.529999,296.814209,104817400
2020-05-28,304.649994,306.839996,302.23999,302.970001,296.266541,90405200
2020-05-29,302.459991,304.959991,299.470001,304.320007,297.5867,119090800
2020-06-01,303.619995,306.209991,303.059998,305.549988,298.789459,55758300
2020-06-02,306.549988,308.130005,305.100006,308.079987,301.263519,74267200
2020-06-03,310.23999,313.220001,309.940002,312.179993,305.272766,92567600
2020-06-04,311.109985,313,309.079987,311.359985,304.470947,75794400
2020-06-05,317.230011,321.269989,317.160004,319.339996,312.274384,150524700
2020-06-08,320.220001,323.410004,319.630005,323.200012,316.048981,73641200
2020-06-09,320.299988,323.279999,319.359985,320.790009,313.692261,77479200
2020-06-10,321.420013,322.390015,318.220001,319,311.941895,95000800
2020-06-11,311.459991,312.149994,300.01001,300.609985,293.958771,209243600
2020-06-12,308.23999,309.079987,298.600006,304.209991,297.479126,194678900
2020-06-15,298.019989,308.279999,296.73999,307.049988,300.256287,135782700
2020-06-16,315.480011,315.640015,307.670013,312.959991,306.035492,137627500
2020-06-17,314.070007,314.390015,310.859985,311.660004,304.764313,83398900
2020-06-18,310.01001,312.299988,309.51001,311.779999,304.881653,80828700
2020-06-19,314.170013,314.380005,306.529999,308.640015,303.139252,135549600
2020-06-22,307.98999,311.049988,306.75,310.619995,305.083984,74649400
2020-06-23,313.48999,314.5,311.609985,312.049988,306.488464,68471200
2020-06-24,309.839996,310.51001,302.100006,304.089996,298.67038,132813500
2020-06-25,303.470001,307.640015,301.279999,307.350006,301.872284,89468000
2020-06-26,306.160004,306.390015,299.420013,300.049988,294.702362,127961000
2020-06-29,301.410004,304.609985,298.929993,304.459991,299.033752,79773300
2020-06-30,303.98999,310.200012,303.820007,308.359985,302.864227,113394800
2020-07-01,309.570007,311.890015,309.070007,310.519989,304.985718,72396500
2020-07-02,314.23999,315.700012,311.51001,312.230011,306.665283,69344200
2020-07-06,316.369995,317.679993,315.559998,317.049988,311.399353,61713800
2020-07-07,315.380005,317.519989,313.369995,313.779999,308.187622,82910000
2020-07-08,314.609985,316.299988,312.700012,316.179993,310.544861,54638600
2020-07-09,316.839996,317.100006,310.679993,314.380005,308.776978,83354200
2020-07-10,314.309998,317.880005,312.76001,317.589996,311.929749,57550400
2020-07-13,320.130005,322.709991,314.130005,314.839996,309.22876,102997500
2020-07-14,313.299988,319.76001,312,318.920013,313.236053,93657000
2020-07-15,322.410004,323.040009,319.269989,321.850006,316.113831,87196500
2020-07-16,319.790009,321.279999,319.089996,320.790009,315.072693,54622500
2020-07-17,321.880005,322.570007,319.73999,321.720001,315.986145,62774900
2020-07-20,321.429993,325.130005,320.619995,324.320007,318.539795,56308800
2020-07-21,326.450012,326.929993,323.940002,325.01001,319.217529,57292200
2020-07-22,324.619995,327.200012,324.5,326.859985,321.034515,57792900
2020-07-23,326.470001,327.230011,321.480011,322.959991,317.204041,75738000
2020-07-24,320.950012,321.98999,319.25,320.880005,315.161102,73766600
2020-07-27,321.630005,323.410004,320.769989,323.220001,317.459412,48293000
2020-07-28,322.429993,323.640015,320.850006,321.170013,315.445984,57495000
2020-07-29,322.119995,325.730011,322.079987,325.119995,319.3255,48454200
2020-07-30,321.899994,324.410004,319.640015,323.959991,318.186218,61861700
2020-07-31,325.899994,326.630005,321.329987,326.519989,320.700592,84986800
2020-08-03,328.320007,329.619995,327.730011,328.790009,322.930115,53077900
2020-08-04,327.859985,330.059998,327.859985,330.059998,324.177521,41917900
2020-08-05,331.470001,332.390015,331.179993,332.109985,326.190979,42697700
2020-08-06,331.480011,334.459991,331.130005,334.329987,328.371399,43679400
2020-08-07,333.279999,334.880005,332.299988,334.570007,328.607147,57308300
2020-08-10,335.059998,335.769989,332.959991,335.570007,329.589294,44282100
2020-08-11,336.850006,337.540009,332.01001,332.799988,326.868683,69601100
2020-08-12,335.440002,338.279999,335.410004,337.440002,331.425964,53774400
2020-08-13,336.609985,338.25,335.829987,336.829987,330.826843,41816100
2020-08-14,336.410004,337.420013,335.619995,336.839996,330.836639,47260400
2020-08-17,337.940002,338.339996,336.850006,337.910004,331.887604,35481000
2020-08-18,338.339996,339.100006,336.609985,338.640015,332.604584,38733900
2020-08-19,339.049988,339.609985,336.619995,337.230011,331.219696,68054200
2020-08-20,335.359985,338.799988,335.220001,338.279999,332.251007,42207800
2020-08-21,337.920013,339.720001,337.549988,339.480011,333.429626,55106600
2020-08-24,342.119995,343,339.450012,342.920013,336.808319,48588700
2020-08-25,343.529999,344.209991,342.269989,344.119995,337.986908,38463400
2020-08-26,344.76001,347.859985,344.170013,347.570007,341.375427,50790200
2020-08-27,348.51001,349.899994,346.529999,348.329987,342.121857,58034100
2020-08-28,349.440002,350.720001,348.149994,350.579987,344.331787,48588900
2020-08-31,350.350006,351.299988,349.059998,349.309998,343.084412,66099200
2020-09-01,350.209991,352.709991,349.23999,352.600006,346.315735,54908700
2020-09-02,354.670013,358.75,353.429993,357.700012,351.32489,69540000
2020-09-03,355.869995,356.380005,342.589996,345.390015,339.234283,148011100
2020-09-04,346.130005,347.829987,334.869995,342.570007,336.464539,139156300
2020-09-08,336.709991,342.640015,332.880005,333.209991,327.271362,114465300
2020-09-09,337.549988,342.459991,336.609985,339.790009,333.7341,91462300
2020-09-10,341.820007,342.529999,332.850006,333.890015,327.93924,90569500
2020-09-11,335.820007,336.970001,331,334.059998,328.106201,84680200
2020-09-14,337.48999,340.380005,334.220001,338.459991,332.427765,65605700
2020-09-15,341.119995,342.019989,338.470001,340.170013,334.1073,52920900
2020-09-16,341.51001,343.059998,338.519989,338.820007,332.781372,82096000
2020-09-17,333.559998,337.700012,332.98999,335.839996,329.854462,91523300
2020-09-18,335.369995,335.48999,327.970001,330.649994,326.056946,105877900
2020-09-21,325.700012,327.130005,321.730011,326.970001,322.428101,99450800
2020-09-22,328.570007,330.899994,325.859985,330.299988,325.711853,63612100
2020-09-23,330.899994,331.200012,322.100006,322.640015,318.158234,93112200
2020-09-24,321.220001,326.799988,319.799988,323.5,319.006317,76681300
2020-09-25,322.579987,329.579987,321.640015,328.730011,324.163666,71069400
2020-09-28,333.220001,334.959991,332.149994,334.190002,329.547791,64584600
2020-09-29,333.970001,334.769989,331.619995,332.369995,327.753082,51304000
2020-09-30,333.089996,338.290009,332.880005,334.890015,330.238129,104081100
2020-10-01,337.690002,338.73999,335.01001,337.040009,332.358246,88698700
2020-10-02,331.700012,337.01001,331.190002,333.839996,329.202637,89431100
2020-10-05,336.059998,339.959991,336.01001,339.76001,335.040436,45713100
2020-10-06,339.910004,342.170013,334.380005,334.929993,330.277496,90128900
2020-10-07,338.119995,341.630005,338.089996,340.76001,336.02652,56999600
2020-10-08,342.850006,343.850006,341.859985,343.779999,339.004578,45242500
2020-10-09,345.559998,347.350006,344.890015,346.850006,342.031952,59528600
2020-10-12,349.589996,354.019989,349.059998,352.429993,347.534454,80388500
2020-10-13,352.279999,352.470001,349.089996,350.130005,345.266418,73255500
2020-10-14,350.75,351.929993,347.140015,347.929993,343.096954,57727900
2020-10-15,343.709991,348.019989,343.130005,347.5,342.672943,60357700
2020-10-16,348.959991,350.75,347.100006,347.290009,342.46582,89501900
2020-10-19,348.649994,349.329987,341.040009,342.01001,337.259155,68425600
2020-10-20,343.459991,346.880005,342.640015,343.380005,338.610138,60051900
2020-10-21,343.329987,345.670013,342.399994,342.730011,337.969177,63575000
2020-10-22,342.959991,345.23999,340.649994,344.609985,339.823029,55399300
2020-10-23,345.929993,345.98999,343.130005,345.779999,340.976807,49143900
2020-10-26,342.130005,342.980011,335.619995,339.390015,334.675598,91473000
2020-10-27,339.76001,340.119995,337.98999,338.220001,333.52182,65994100
2020-10-28,332.100006,338.25,326.130005,326.660004,322.122375,127094300
2020-10-29,326.910004,333.399994,325.089996,329.980011,325.396301,90597700
2020-10-30,328.279999,329.690002,322.600006,326.540009,322.004089,120287300
2020-11-02,330.200012,332.359985,327.23999,330.200012,325.613251,86068300
2020-11-03,333.690002,338.25,330.290009,336.029999,331.362244,93294200
2020-11-04,340.859985,347.940002,339.589996,343.540009,338.767914,126959700
2020-11-05,349.23999,352.190002,348.859985,350.23999,345.374847,82039700
2020-11-06,349.929993,351.51001,347.649994,350.160004,345.295929,74973000
2020-11-09,363.970001,364.380005,354.059998,354.559998,349.634857,172304200
2020-11-10,353.48999,355.179993,350.51001,354.040009,349.12207,85552000
2020-11-11,356.399994,357.559998,355.059998,356.670013,351.715546,58649000
2020-11-12,355.579987,356.720001,351.26001,353.209991,348.303558,67546200
2020-11-13,355.269989,358.899994,354.709991,358.100006,353.125702,62892200
2020-11-16,360.980011,362.779999,359.589996,362.570007,357.5336,74541100
2020-11-17,359.970001,361.920013,358.339996,360.619995,355.610687,66111000
2020-11-18,360.910004,361.5,356.23999,356.279999,351.330994,70591300
2020-11-19,355.600006,358.179993,354.149994,357.779999,352.81012,59940900
2020-11-20,357.5,357.720001,355.25,355.329987,350.394135,70417300
2020-11-23,357.279999,358.820007,354.869995,357.459991,352.494568,63230600
2020-11-24,360.209991,363.809998,359.290009,363.220001,358.17453,62415900
2020-11-25,363.130005,363.160004,361.480011,362.660004,357.622345,45330900
2020-11-27,363.839996,364.179993,362.579987,363.670013,358.618317,28514100
2020-11-30,362.829987,363.119995,359.170013,362.059998,357.03064,83872700
2020-12-01,365.570007,367.679993,364.929993,366.019989,360.935638,74231400
2020-12-02,364.820007,366.959991,364.200012,366.790009,361.694946,45927000
2020-12-03,366.679993,368.190002,365.5,366.690002,361.596375,62882000
2020-12-04,367.320007,369.850006,367.220001,369.850006,364.712433,50749900
2020-12-07,369.019989,369.619995,367.720001,369.089996,363.962982,48944300
2020-12-08,367.720001,370.779999,367.670013,370.170013,365.028015,42458900
2020-12-09,370.880005,371.049988,365.950012,366.850006,361.75415,74098300
2020-12-10,365.369995,367.859985,364.429993,366.730011,361.635803,57735400
2020-12-11,364.899994,366.73999,363.26001,366.299988,361.211731,57698600
2020-12-14,368.640015,369.799988,364.470001,364.660004,359.594543,69216200
2020-12-15,367.399994,369.589996,365.920013,369.589996,364.456055,63865300
2020-12-16,369.820007,371.160004,368.869995,370.170013,365.028015,58420500
2020-12-17,371.940002,372.459991,371.049988,372.23999,367.069244,64119500
2020-12-18,370.970001,371.149994,367.019989,369.179993,365.603607,136542300
2020-12-21,364.970001,378.459991,362.029999,367.859985,364.296356,96386700
2020-12-22,368.209991,368.329987,366.029999,367.23999,363.682343,47949000
2020-12-23,368.279999,369.619995,367.220001,367.570007,364.009186,46201400
2020-12-24,368.079987,369.029999,367.450012,369,365.425323,26457900
2020-12-28,371.73999,372.589996,371.070007,372.170013,368.564636,39000400
2020-12-29,373.809998,374,370.829987,371.459991,367.861511,53680500
2020-12-30,372.339996,373.100006,371.570007,371.98999,368.386353,49455300
2020-12-31,371.779999,374.660004,371.230011,373.880005,370.258057,78520700
2021-01-04,375.309998,375.450012,364.820007,368.790009,365.217377,110210800
2021-01-05,368.100006,372.5,368.049988,371.329987,367.732758,66426200
2021-01-06,369.709991,376.980011,369.119995,373.549988,369.931213,107997700
2021-01-07,376.100006,379.899994,375.910004,379.100006,375.42749,68766800
2021-01-08,380.589996,381.48999,377.100006,381.26001,377.566589,71677200
2021-01-11,377.850006,380.579987,377.720001,378.690002,375.021484,51034700
2021-01-12,378.890015,379.859985,376.359985,378.769989,375.100677,52547700
2021-01-13,378.690002,380.859985,377.850006,379.790009,376.11084,45303600
2021-01-14,380.589996,381.130005,378.100006,378.459991,374.793671,49989100
2021-01-15,376.720001,377.579987,373.700012,375.700012,372.060425,107160000
2021-01-19,378.339996,379.230011,376.75,378.649994,374.981842,51233300
2021-01-20,381.109985,384.790009,380.690002,383.890015,380.171082,61836100
2021-01-21,384.48999,384.950012,383.25,384.23999,380.5177,47840100
2021-01-22,382.25,384.130005,381.839996,382.880005,379.170837,52860500
2021-01-25,383.670013,384.769989,378.459991,384.390015,380.66626,70402000
2021-01-26,385.410004,385.850006,383.540009,383.790009,380.072083,42665300
2021-01-27,380.220001,380.320007,372.01001,374.410004,370.782928,123351100
2021-01-28,376.359985,381.929993,375.890015,377.630005,373.971741,94198100
2021-01-29,375.630005,376.670013,368.269989,370.070007,366.484985,126765100
2021-02-01,373.720001,377.339996,370.380005,376.230011,372.585327,75817600
2021-02-02,379.649994,383.220001,376.320007,381.549988,377.85376,64450700
2021-02-03,382.440002,383.700012,380.480011,381.850006,378.150848,52427100
2021-02-04,382.959991,386.23999,381.970001,386.190002,382.448792,47142600
2021-02-05,388.200012,388.470001,386.140015,387.709991,383.954071,48669800
2021-02-08,389.269989,390.559998,388.350006,390.51001,386.726959,38365200
2021-02-09,389.609985,390.890015,389.170013,390.25,386.469482,35551100
2021-02-10,392.119995,392.279999,387.5,390.079987,386.301117,59154400
2021-02-11,391.23999,391.690002,388.100006,390.709991,386.925018,42913300
2021-02-12,389.850006,392.899994,389.769989,392.640015,388.836334,50593300
2021-02-16,393.959991,394.170013,391.529999,392.299988,388.499603,50972400
2021-02-17,390.420013,392.660004,389.329987,392.390015,388.588776,52290600
2021-02-18,389.589996,391.519989,387.73999,390.720001,386.934906,59712800
2021-02-19,392.070007,392.380005,389.549988,390.029999,386.251587,83241000
2021-02-22,387.059998,389.619995,386.73999,387.029999,383.28064,67414200
2021-02-23,384.660004,388.950012,380.200012,387.5,383.746094,107284100
2021-02-24,386.329987,392.230011,385.269989,391.769989,387.974731,72433900
2021-02-25,390.410004,391.880005,380.779999,382.329987,378.62619,146670500
2021-02-26,384.350006,385.579987,378.230011,380.359985,376.675262,152701600
2021-03-01,385.589996,390.920013,380.570007,389.579987,385.805969,105348800
2021-03-02,389.820007,390.070007,386,386.540009,382.795441,79595300
2021-03-03,385.790009,386.829987,381.309998,381.420013,377.725006,119940200
2021-03-04,381.220001,384,371.880005,376.700012,373.050751,183433000
2021-03-05,380.459991,384.76001,372.640015,383.630005,379.913605,152039600
2021-03-08,384.660004,387.679993,381.420013,381.720001,378.022095,123149200
2021-03-09,385.850006,389.910004,385.309998,387.170013,383.419312,113633600
2021-03-10,389.690002,391.399994,388.170013,389.579987,385.805969,109899400
2021-03-11,392.230011,395.649994,391.73999,393.529999,389.717682,86245000
2021-03-12,392.070007,394.209991,391.200012,394.059998,390.242554,64653600
2021-03-15,394.329987,396.690002,392.029999,396.410004,392.569794,73427200
2021-03-16,397.070007,397.829987,395.079987,395.910004,392.074646,73722500
2021-03-17,394.529999,398.119995,393.299988,397.26001,393.411591,97959300
2021-03-18,394.480011,396.720001,390.75,391.480011,387.687561,115349100
2021-03-19,389.880005,391.570007,387.149994,389.480011,386.970245,113624500
2021-03-22,390.029999,394.070007,389.970001,392.589996,390.06015,73778600
2021-03-23,391.910004,393.459991,388.660004,389.5,386.990112,90686600
2021-03-24,391,392.75,387.470001,387.519989,385.022827,97588600
2021-03-25,385.980011,390.549988,383.899994,389.700012,387.188812,116128600
2021-03-26,390.929993,396.410004,390.290009,395.980011,393.428345,114409100
2021-03-29,394.399994,396.75,392.809998,395.779999,393.229645,108107600
2021-03-30,394.420013,395.450012,393.019989,394.730011,392.186401,76262200
2021-03-31,395.339996,398,395.309998,396.329987,393.776062,112734200
2021-04-01,398.399994,400.670013,398.179993,400.609985,398.028473,99682900
2021-04-05,403.459991,406.940002,403.380005,406.359985,403.741425,91684800
2021-04-06,405.76001,407.23999,405.399994,406.119995,403.502991,62021000
2021-04-07,405.940002,406.959991,405.450012,406.589996,403.96994,55836300
2021-04-08,407.929993,408.579987,406.929993,408.519989,405.887512,57863100
2021-04-09,408.390015,411.670013,408.26001,411.48999,408.838379,61104600
2021-04-12,410.850006,411.929993,410.200012,411.640015,408.987427,56704900
2021-04-13,411.529999,413.529999,411.119995,412.859985,410.199524,56551000
2021-04-14,412.829987,413.959991,410.869995,411.450012,408.798645,61659900
2021-04-15,413.73999,416.160004,413.690002,415.869995,413.190155,60229800
2021-04-16,417.25,417.910004,415.730011,417.26001,414.571198,82037300
2021-04-19,416.26001,416.73999,413.790009,415.209991,412.534393,78498500
2021-04-20,413.910004,415.089996,410.589996,412.170013,409.514008,81851800
2021-04-21,411.51001,416.290009,411.359985,416.070007,413.388855,66793000
2021-04-22,415.890015,416.779999,411.130005,412.269989,409.613373,97582800
2021-04-23,412.869995,418.25,412.790009,416.73999,414.054535,73209200
2021-04-26,417.440002,418.220001,416.809998,417.609985,414.918945,52182400
2021-04-27,417.929993,418.140015,416.299988,417.519989,414.829529,51303100
2021-04-28,417.809998,419.01001,416.899994,417.399994,414.710297,51238900
2021-04-29,420.320007,420.720001,416.440002,420.059998,417.353149,78544300
2021-04-30,417.630005,418.540009,416.339996,417.299988,414.610931,85527000
2021-05-03,419.429993,419.839996,417.670013,418.200012,415.505157,68128300
2021-05-04,416.070007,416.600006,411.670013,415.619995,412.941772,101591200
2021-05-05,417.380005,417.630005,415.149994,415.75,413.070953,60162200
2021-05-06,415.829987,419.209991,413.679993,419.070007,416.369537,74321400
2021-05-07,419.890015,422.820007,419.160004,422.119995,419.399872,67733800
2021-05-10,422.5,422.73999,417.809998,417.940002,415.246826,81852400
2021-05-11,413.100006,415.269989,410.059998,414.209991,411.540833,116888000
2021-05-12,411.230011,412.589996,404,405.410004,402.797577,134811000
2021-05-13,407.070007,412.350006,407.019989,410.279999,407.636169,106394000
2021-05-14,413.209991,417.48999,413.179993,416.579987,413.895569,82201600
2021-05-17,415.390015,416.390015,413.359985,415.519989,412.842407,65129200
2021-05-18,415.799988,416.059998,411.769989,411.940002,409.285492,59810200
2021-05-19,406.920013,411.049988,405.329987,410.859985,408.212433,106467100
2021-05-20,411.799988,416.630005,411.670013,415.279999,412.603973,78022200
2021-05-21,416.869995,418.200012,414.450012,414.940002,412.266144,76578700
2021-05-24,417.339996,420.320007,417.079987,419.170013,416.468903,51376700
2021-05-25,420.329987,420.709991,417.619995,418.23999,415.544891,57451400
2021-05-26,418.869995,419.609985,417.76001,419.070007,416.369537,43088600
2021-05-27,420.170013,420.720001,418.98999,419.290009,416.588104,56707700
2021-05-28,420.970001,421.25,419.790009,420.040009,417.333282,58520200
2021-06-01,422.570007,422.720001,419.200012,419.670013,416.965698,54216600
2021-06-02,420.369995,421.230011,419.290009,420.329987,417.621399,49097100
2021-06-03,417.850006,419.98999,416.279999,418.769989,416.071472,58138800
2021-06-04,420.75,422.920013,418.839996,422.600006,419.876801,55938800
2021-06-07,422.589996,422.779999,421.190002,422.190002,419.469452,51555000
2021-06-08,423.109985,423.209991,420.320007,422.279999,419.558868,47134300
2021-06-09,423.179993,423.26001,421.410004,421.649994,418.932892,48436300
2021-06-10,422.959991,424.630005,421.549988,423.609985,420.88028,51020100
2021-06-11,424.200012,424.429993,422.820007,424.309998,421.575775,45570800
2021-06-14,424.429993,425.369995,423.100006,425.26001,422.519653,42358500
2021-06-15,425.420013,425.459991,423.540009,424.480011,421.74469,51508500
2021-06-16,424.630005,424.869995,419.920013,422.109985,419.389923,80386100
2021-06-17,421.670013,423.019989,419.320007,421.970001,419.250854,90949700
2021-06-18,417.089996,417.829987,414.700012,414.920013,413.595001,118676300
2021-06-21,416.799988,421.059998,415.929993,420.859985,419.515991,72822000
2021-06-22,420.850006,424,420.079987,423.109985,421.75882,57700300
2021-06-23,423.190002,424.049988,422.51001,422.600006,421.250458,49445400
2021-06-24,424.890015,425.549988,424.619995,425.100006,423.742462,45110300
2021-06-25,425.899994,427.089996,425.549988,426.609985,425.24762,58129500
2021-06-28,427.170013,427.649994,425.890015,427.470001,426.104889,53159600
2021-06-29,427.880005,428.559998,427.130005,427.700012,426.334167,35970500
2021-06-30,427.209991,428.779999,427.179993,428.059998,426.693024,64827900
2021-07-01,428.869995,430.600006,428.799988,430.429993,429.05545,53441000
2021-07-02,431.670013,434.100006,430.519989,433.720001,432.33493,57697700
2021-07-06,433.779999,434.01001,430.01001,432.929993,431.547455,68710400
2021-07-07,433.660004,434.76001,431.51001,434.459991,433.072571,63549500
2021-07-08,428.779999,431.730011,427.519989,430.920013,429.543884,97595200
2021-07-09,432.529999,435.839996,430.709991,435.519989,434.129181,76238600
2021-07-12,435.429993,437.350006,434.970001,437.079987,435.684204,52889600
2021-07-13,436.23999,437.839996,435.309998,435.589996,434.198975,52911300
2021-07-14,437.399994,437.920013,434.910004,436.23999,434.846893,64130400
2021-07-15,434.809998,435.529999,432.720001,434.75,433.361664,55126400
2021-07-16,436.01001,436.059998,430.920013,431.339996,429.962524,75874700
2021-07-19,426.190002,431.410004,421.970001,424.970001,423.612885,147987000
2021-07-20,425.679993,432.420013,424.829987,431.059998,429.683441,99608200
2021-07-21,432.339996,434.700012,431.01001,434.549988,433.162292,64724400
2021-07-22,434.73999,435.720001,433.690002,435.459991,434.069366,47878500
2021-07-23,437.519989,440.299988,436.790009,439.940002,438.535095,63766600
